"data","criterion","geom_threshold","warm_start","seed","runtime"
"WingNut","silhouette",0.9,"none",2,729.158069546
"WingNut","silhouette",0.9,"none",3,809.800959093
"WingNut","silhouette",0.9,"none",4,760.967929374
"WingNut","silhouette",0.9,"none",5,797.934266352
"WingNut","silhouette",0.9,"oct",1,308.798476855
"WingNut","silhouette",0.9,"oct",2,302.17115897
"WingNut","silhouette",0.9,"oct",3,289.209091947
"WingNut","silhouette",0.9,"oct",4,308.483701156
"WingNut","silhouette",0.9,"oct",5,296.485505271
"WingNut","silhouette",0.99,"none",1,695.625360229
"WingNut","silhouette",0.99,"none",2,592.778949996
"WingNut","silhouette",0.99,"none",3,670.425736405
"WingNut","silhouette",0.99,"none",4,669.098822795
"WingNut","silhouette",0.99,"none",5,655.379718652
"WingNut","silhouette",0.99,"oct",1,88.737746637
"WingNut","silhouette",0.99,"oct",2,87.919056344
"WingNut","silhouette",0.99,"oct",3,83.686377284
"WingNut","silhouette",0.99,"oct",4,91.085441442
"WingNut","silhouette",0.99,"oct",5,76.559249977
